timestamp,meanLeft,meanRight,varS1,varS2,varS3,varS4,varS5,varS6,varS7,varS8,varS9,varS10,varS11,varS12,varS13,varS14,varS15,varS16
9070,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.96,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9090,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.94,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9110,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.94,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9130,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.94,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9150,1022,1022,0.98,0.98,0.92,0.94,0.98,0.94,0.94,0.98,0.94,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9171,1022,1022,0.98,1.0,0.92,0.94,0.98,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9192,1022,1022,0.98,1.0,0.92,0.94,0.98,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9212,1022,1022,0.98,1.0,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9232,1022,1022,0.98,1.0,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9253,1022,1022,0.98,1.0,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9273,1022,1022,0.98,0.98,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9294,1022,1022,1.0,0.98,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9317,1022,1022,1.0,0.98,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9338,1022,1022,1.0,0.98,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9359,1022,1022,1.0,0.98,0.92,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9380,1022,1022,1.0,0.98,0.94,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9401,1022,1022,1.0,0.98,0.94,0.94,0.96,0.94,0.94,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9421,1022,1022,1.0,0.98,0.94,0.94,0.96,0.94,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9442,1022,1022,1.0,0.98,0.94,0.94,0.96,0.94,0.92,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,
9462,1022,1022,1.0,0.98,0.94,0.94,0.96,0.92,0.92,0.96,0.92,0.96,0.96,0.96,0.96,0.96,0.96,0.96,
9484,1022,1022,1.0,0.98,0.94,0.96,0.96,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9505,1022,1022,1.0,0.98,0.96,0.96,0.96,0.94,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9526,1022,1022,1.0,0.98,0.98,0.96,0.96,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9547,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9568,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9590,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9612,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9634,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9656,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9677,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9698,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9718,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
9739,1022,1022,1.0,0.98,0.98,0.96,0.98,0.92,0.92,0.98,0.92,0.98,0.98,0.98,0.98,0.98,0.98,0.98,
